Frame,LK_Dots,HS_Avg_Magnitude,Farneback_Avg_Magnitude,GMM_Foreground_Pixels,FD_Foreground_Pixels,Index_Finger_Angle,Middle_Finger_Angle,Ring_Finger_Angle,Pinky_Angle,Gesture,GMM_Time,FD_Time
78,20,0.17733079,0.20634186,74385,529,175.76165990651677,178.28658002999688,177.8532419157743,177.0418086930181,Four,0.02500605583190918,0.004000663757324219
79,20,0.17416206,0.19277963,70980,298,175.68014035182262,178.15982617513598,178.0273966309768,177.11163650500262,Four,0.025005817413330078,0.0050013065338134766
80,20,0.1655685,0.17491962,67899,126,175.6356540281962,178.17580319841534,178.10357156107983,177.3391232268391,Four,0.024005889892578125,0.0050013065338134766
81,20,0.16560982,0.1637739,64635,64,175.54380596159237,178.15163070702795,178.10716986008788,177.2439142440059,Four,0.024005889892578125,0.005000591278076172
82,20,0.16374281,0.15680948,61167,39,175.82854843652927,178.61208439264098,177.80861172352573,177.3702212974458,Four,0.025005817413330078,0.005001544952392578
83,20,0.1684697,0.16949661,57293,19,175.58699553094556,178.13116226470203,178.00645057115304,177.31830569980718,Four,0.02400493621826172,0.005001068115234375
84,20,0.16780105,0.18118416,53491,93,175.67186887458263,178.18621989968764,178.02513473661642,177.11535312060926,Four,0.025005578994750977,0.0050013065338134766
85,20,0.17232364,0.19977233,49514,310,175.8005480404117,178.76229641822505,177.6240876161463,177.29649222373237,Four,0.023004770278930664,0.0050008296966552734
86,20,0.1725359,0.19987503,45351,556,175.8801021441201,178.61752482431888,177.63193568862235,177.1742957089311,Four,0.02400517463684082,0.005001068115234375
87,20,0.17611848,0.20559049,41621,632,175.70220523033615,178.48467180546308,177.7763852301589,177.43681992460802,Four,0.024005889892578125,0.005001068115234375
88,20,0.17585884,0.19996294,38060,445,175.9858341629449,178.6531082727105,177.5460902008642,177.31017604312046,Four,0.025005817413330078,0.004001617431640625
89,20,0.17737433,0.20589235,34220,383,175.91729121456302,178.69873764790066,177.61920572580928,177.32178970565934,Four,0.0240020751953125,0.005001068115234375
90,20,0.3567988,0.22126146,32050,427,175.7171135304463,178.5274396153273,177.89242812480478,177.69777637562186,Four,0.02500629425048828,0.00400090217590332
91,20,0.18637222,0.22472656,28677,387,175.70927655161077,178.59987031316328,177.87880795087239,177.8146785514297,Four,0.02400517463684082,0.005001068115234375
92,20,0.191515,0.21829355,27569,375,175.94723243990444,178.7124330650714,177.84503014286287,177.588046535111,Four,0.024004697799682617,0.0050013065338134766
93,20,0.1868895,0.2231668,27441,1235,176.0949260649298,178.81763715722198,177.78089018716594,177.5529623600868,Four,0.024005889892578125,0.005000591278076172
94,20,0.18322454,0.23431943,28359,1701,176.05874498739033,178.61552127595132,177.93733945968887,177.7065319420328,Four,0.02500438690185547,0.005001544952392578
95,20,0.1875862,0.2469026,29433,1637,175.88871656266457,178.4932476981849,177.9523602547504,177.31273325677122,Four,0.02500629425048828,0.0050008296966552734
96,20,0.1924719,0.2583119,31562,2169,176.16365502642384,178.4610704102706,178.13902901116998,177.53439741647003,Four,0.025005817413330078,0.006001472473144531
97,20,0.19916552,0.2832989,34947,3298,176.00753429816857,178.468457152443,177.88860261627957,177.3748848071513,Four,0.025005340576171875,0.005001068115234375
98,20,0.21636543,0.31094664,40074,4849,175.88467095153692,178.36457127805772,178.03787742441904,177.6580086114746,Four,0.025006771087646484,0.005000591278076172
99,20,0.2335459,0.38345388,47430,7932,175.8463307243539,178.57418689454119,178.03698126615458,177.95370854837557,Four,0.024005889892578125,0.00500178337097168
100,20,0.25166368,0.45992866,55637,13690,175.28361277221444,178.75079889225523,177.8415399794018,177.841718535507,Four,0.024005651473999023,0.005001544952392578
101,20,0.2682299,0.5292755,63225,16722,174.63275607919735,178.2681225074884,177.92534465271294,177.71046760161448,Four,0.023005247116088867,0.005001068115234375
102,20,0.26375952,0.49015385,68883,17117,174.47810160927256,177.5899308814785,178.97418166873874,177.7932858503661,Four,0.02500605583190918,0.00500178337097168
103,20,0.27326265,0.51450217,75143,16985,174.2859806738748,176.87262035719846,179.71091041397307,178.20544746158177,Four,0.025005578994750977,0.0050013065338134766
104,20,0.27648234,0.57693624,79628,21162,173.1013478932714,175.7407957920504,178.98122797297307,178.85863888572194,Four,0.024005889892578125,0.0050008296966552734
105,20,0.2983964,0.57645917,83785,24067,173.23430642028475,174.42276874754606,177.3549447002597,178.8880070300891,Four,0.02400517463684082,0.005001544952392578
106,20,0.31383651,0.5980946,89634,24702,173.0234760128565,174.2341051691226,179.2278331231039,177.8057681476818,Four,0.02400493621826172,0.0050008296966552734
107,20,0.3490777,0.6115116,98382,26110,170.05370588102707,173.1165800826572,179.18273361777773,177.63919561130174,Four,0.02500629425048828,0.00500035285949707
108,20,0.36476687,0.6342541,106059,28928,169.38055749494345,172.10731246429546,178.2805354753127,177.52911053516635,Four,0.02300572395324707,0.005001068115234375
109,20,0.41415992,0.5310208,124431,31773,171.75093996314004,175.27794841601872,176.99180993425136,179.68220679992763,Four,0.025005817413330078,0.0050013065338134766
110,20,0.43009505,0.48346356,143367,32379,175.06709897139115,175.37209634970978,177.12810048143973,179.7314891759558,Four,0.025005578994750977,0.0050013065338134766
111,20,0.48753798,0.50590837,162796,35599,176.09219150436198,178.26981870000057,179.6340233388387,177.62345731384218,Four,0.02400517463684082,0.005001068115234375
112,20,0.5635869,0.45992735,187080,52740,174.50286067423104,176.79139557927076,178.1831753989268,177.68983962455084,Four,0.024005651473999023,0.005001068115234375
113,20,0.62768877,0.39722213,198262,62372,177.48149500504803,179.81720926480156,178.29875904571483,178.43675460279934,Four,0.025005578994750977,0.005001068115234375
114,20,0.63715196,0.49090856,206436,54633,171.45588864838706,175.17194540966364,179.42692397052554,177.3157103290493,Four,0.02600574493408203,0.0050008296966552734
115,20,0.6248848,0.54802126,184983,44288,170.53638371145462,179.0001459081535,175.91086850982558,178.62528681802118,Four,0.024005413055419922,0.0050013065338134766
116,20,0.70093524,0.4936396,136443,53974,178.90481833412815,176.1180695220229,178.2044700567732,175.0544077627679,Four,0.02500629425048828,0.0050008296966552734
117,19,0.6926621,0.58220035,101195,46833,,,,,Unknown,0.024005651473999023,0.005001068115234375
118,19,0.5092747,0.63645524,88167,32850,,,,,Unknown,0.025005578994750977,0.005001068115234375
119,19,0.37985677,0.6653377,69863,20715,,,,,Unknown,0.026006460189819336,0.006000995635986328
120,19,0.4416217,0.5532963,70142,11241,,,,,Unknown,0.02400517463684082,0.005002260208129883
121,19,0.290412,0.4499251,72006,9433,,,,,Unknown,0.024005889892578125,0.00600123405456543
122,19,0.2786512,0.39092907,77623,8664,,,,,Unknown,0.023005247116088867,0.00600123405456543
123,19,0.28945157,0.35652307,85841,9114,,,,,Unknown,0.02400517463684082,0.005001544952392578
124,19,0.2772515,0.3650443,94950,9621,,,,,Unknown,0.02600574493408203,0.0050013065338134766
125,19,0.28452954,0.3622511,103115,9920,,,,,Unknown,0.02400517463684082,0.0050013065338134766
126,19,0.25938153,0.36622387,111284,9791,,,,,Unknown,0.02600550651550293,0.0050013065338134766
127,19,0.2706769,0.35109344,117577,9128,,,,,Unknown,0.024005413055419922,0.005001068115234375
128,19,0.26168773,0.37407497,121347,11119,,,,,Unknown,0.024005413055419922,0.005001068115234375
129,19,0.2652421,0.3795876,123866,11232,,,,,Unknown,0.024005651473999023,0.005001068115234375
130,19,0.25091544,0.35723904,125396,9943,,,,,Unknown,0.025005578994750977,0.005001068115234375
131,19,0.23217553,0.3210027,125688,8711,,,,,Unknown,0.024004697799682617,0.0050013065338134766
132,19,0.22699033,0.31897143,127188,8155,,,,,Unknown,0.026005983352661133,0.005000591278076172
133,19,0.22907051,0.32953668,132774,8340,,,,,Unknown,0.023004531860351562,0.005002021789550781
134,19,0.23360124,0.35766274,137397,8687,,,,,Unknown,0.024005889892578125,0.005001068115234375
135,19,0.24829642,0.42545533,142785,9861,,,,,Unknown,0.026006221771240234,0.0050008296966552734
136,19,0.26792508,0.50019383,147669,10476,,,,,Unknown,0.025005578994750977,0.0050013065338134766
137,19,0.271405,0.5346962,154296,10572,,,,,Unknown,0.025005578994750977,0.0050013065338134766
138,19,0.29210925,0.5448347,166532,10858,,,,,Unknown,0.024005889892578125,0.005000591278076172
139,19,0.29361483,0.5090038,179139,9813,,,,,Unknown,0.024005413055419922,0.0050008296966552734
140,19,0.28764117,0.47170198,194063,8863,,,,,Unknown,0.025005817413330078,0.005001068115234375
141,19,0.27797815,0.4448072,205065,7956,,,,,Unknown,0.024005889892578125,0.0050008296966552734
142,19,0.27366534,0.4501509,214774,6994,,,,,Unknown,0.027005910873413086,0.0050013065338134766
143,19,0.27052194,0.40512663,222574,6518,,,,,Unknown,0.02600550651550293,0.0050008296966552734
144,19,0.2696064,0.38905305,229952,6555,,,,,Unknown,0.025005817413330078,0.005001544952392578
145,19,0.2680709,0.3869595,237760,6301,,,,,Unknown,0.02600574493408203,0.0050013065338134766
146,19,0.26472038,0.3801593,245059,6537,,,,,Unknown,0.025005340576171875,0.005001068115234375
147,19,0.26314178,0.3777541,253309,6695,,,,,Unknown,0.024005413055419922,0.0050013065338134766
148,19,0.27187732,0.36517102,261400,7319,,,,,Unknown,0.025005578994750977,0.00500178337097168
149,19,0.2670951,0.35885808,268081,7408,,,,,Unknown,0.026005983352661133,0.005001544952392578
150,19,0.42545727,0.39560163,277084,7475,,,,,Unknown,0.02400493621826172,0.005001068115234375
151,19,0.25394654,0.4173375,278697,7095,,,,,Unknown,0.02500605583190918,0.005000591278076172
152,19,0.26679966,0.37984273,282110,6815,,,,,Unknown,0.025005578994750977,0.0050008296966552734
153,19,0.24562545,0.3466784,284375,6653,,,,,Unknown,0.02600574493408203,0.005001068115234375
154,19,0.23092784,0.3142851,284366,5641,,,,,Unknown,0.025005817413330078,0.0050008296966552734
155,19,0.22428483,0.29836267,283270,4608,,,,,Unknown,0.02500629425048828,0.005001544952392578
156,19,0.20521314,0.24608673,280609,1674,,,,,Unknown,0.02500605583190918,0.0050008296966552734
157,19,0.19749916,0.23363644,277406,1824,,,,,Unknown,0.026005268096923828,0.00500178337097168
158,19,0.1892691,0.21585615,273286,1908,,,,,Unknown,0.026006460189819336,0.0050008296966552734
159,19,0.19026168,0.2176719,268768,1662,,,,,Unknown,0.024005889892578125,0.0050013065338134766
160,19,0.19233654,0.20693317,263309,626,,,,,Unknown,0.023975372314453125,0.005001068115234375
161,19,0.19413249,0.20107657,257255,463,,,,,Unknown,0.02500605583190918,0.004000186920166016
162,19,0.18434489,0.17643598,251042,531,,,,,Unknown,0.024005413055419922,0.005001068115234375
163,19,0.17754467,0.17139505,244819,78,,,,,Unknown,0.026005983352661133,0.0050013065338134766
164,19,0.16970038,0.16803348,237712,26,,,,,Unknown,0.025005817413330078,0.005001068115234375
165,19,0.17141776,0.18042038,230184,76,,,,,Unknown,0.027006149291992188,0.0040013790130615234
166,19,0.17235002,0.18081805,221918,127,,,,,Unknown,0.025004148483276367,0.0050008296966552734
167,19,0.17265347,0.18758093,213371,152,,,,,Unknown,0.025005817413330078,0.005001068115234375
168,19,0.17534472,0.19353913,204542,198,,,,,Unknown,0.02400493621826172,0.005001068115234375
169,19,0.18048316,0.20202951,194295,244,,,,,Unknown,0.02500605583190918,0.0050013065338134766
170,19,0.18315735,0.20407096,184718,321,,,,,Unknown,0.026006460189819336,0.005001068115234375
171,19,0.18100013,0.20498513,175033,304,,,,,Unknown,0.026006221771240234,0.005001068115234375
172,19,0.1813925,0.19700988,166249,353,,,,,Unknown,0.02500462532043457,0.005001544952392578
173,19,0.24279098,0.20058917,158761,125,,,,,Unknown,0.024005413055419922,0.0050008296966552734
174,19,0.2228511,0.18839529,148307,188,,,,,Unknown,0.025005817413330078,0.0050013065338134766
175,19,0.2150962,0.17680311,137799,190,,,,,Unknown,0.025005578994750977,0.0050013065338134766
176,19,0.19737011,0.17247917,128527,89,,,,,Unknown,0.02600574493408203,0.005001068115234375
177,19,0.18788551,0.15865593,121378,33,,,,,Unknown,0.02500629425048828,0.004001140594482422
178,19,0.17435242,0.14980915,113366,20,,,,,Unknown,0.02500605583190918,0.0050013065338134766
179,19,0.168032,0.15130825,104385,52,,,,,Unknown,0.02500605583190918,0.0050008296966552734
180,19,0.3692868,0.1954243,98636,71,,,,,Unknown,0.02400517463684082,0.0050008296966552734
181,19,0.18830326,0.21657605,88769,314,,,,,Unknown,0.02600574493408203,0.0050008296966552734
182,19,0.1862554,0.18931726,83228,305,,,,,Unknown,0.026006460189819336,0.0050008296966552734
183,19,0.17747012,0.17853434,77515,137,,,,,Unknown,0.02400517463684082,0.0050013065338134766
184,19,0.17385726,0.17043571,72427,11,,,,,Unknown,0.02400493621826172,0.0040013790130615234
185,19,0.166161,0.16303223,67949,35,,,,,Unknown,0.02400517463684082,0.00600123405456543
186,19,0.15910375,0.16013563,63835,106,,,,,Unknown,0.024004459381103516,0.00500178337097168
187,19,0.16759999,0.17873836,60947,95,,,,,Unknown,0.025005340576171875,0.0050013065338134766
188,19,0.18146616,0.20480849,57956,293,,,,,Unknown,0.025005817413330078,0.0050013065338134766
189,19,0.19342788,0.22246633,55211,936,,,,,Unknown,0.026005983352661133,0.0040013790130615234
190,19,0.59394693,0.2279474,65279,1209,,,,,Unknown,0.025005817413330078,0.0040013790130615234
