Frame,LK_Dots,HS_Avg_Magnitude,Farneback_Avg_Magnitude,GMM_Foreground_Pixels,FD_Foreground_Pixels,Index_Finger_Angle,Middle_Finger_Angle,Ring_Finger_Angle,Pinky_Angle,Gesture,GMM_Time,FD_Time
43,54,0.17682546,0.30185065,286988,2939,118.66227475570263,120.34754642892274,121.26423252955156,125.56876095992386,Unknown,0.02400517463684082,0.0050013065338134766
44,54,0.1860247,0.3649088,278446,5406,121.581594190121,124.13532282738994,124.50211653213961,131.79468702568187,Four,0.025005102157592773,0.0050013065338134766
45,54,0.21698156,0.46882898,250301,8847,96.43440617967315,87.27897824537222,85.04314413837173,86.30282557892146,Unknown,0.02400684356689453,0.005000114440917969
46,54,0.26218158,0.5565971,253349,15237,75.17747908427864,71.50124930425959,69.58798826498219,82.2144729248947,Unknown,0.025005578994750977,0.0050013065338134766
47,54,0.33796883,0.60711557,205556,25376,78.18930657381122,67.54413921635188,62.09427030438807,69.75071541430076,Unknown,0.026006460189819336,0.005001068115234375
48,54,0.40108058,0.48043972,166354,32147,85.27965267558109,74.3944453350343,70.00107498667101,78.94293098547226,Unknown,0.024004697799682617,0.005001068115234375
49,54,0.42669323,0.49802896,164875,36466,87.92524280377648,81.19460165292108,75.77719504799423,90.44451440812828,Unknown,0.02400374412536621,0.005001544952392578
50,54,0.44269052,0.48384234,177097,37867,100.54831456464767,98.62007045713966,94.51830840992879,101.50333763794205,Unknown,0.02500629425048828,0.00500035285949707
51,54,0.43082505,0.40415123,191488,29986,171.59252063598325,134.852963567209,112.14472463091701,101.43477321920007,Unknown,0.02500605583190918,0.0050013065338134766
52,54,0.39854297,0.4011885,202488,28038,,,,,Unknown,0.024004697799682617,0.0050013065338134766
53,54,0.3861873,0.39807165,209666,23571,103.65126365207561,89.13972595318992,83.35935537583015,77.73635576351656,Unknown,0.02400493621826172,0.006001710891723633
54,54,0.37868094,0.319174,213237,22435,10.363076773995155,18.273468148930686,143.27268162651083,155.81103424484434,Unknown,0.02500605583190918,0.005001068115234375
55,54,0.34067,0.29708752,208983,21920,172.73544895358967,171.20059889041616,163.20302563623247,136.66639258532547,Four,0.024005413055419922,0.005001068115234375
56,54,0.32457793,0.31002405,204340,24238,167.9056649863481,170.15640087461296,160.2321914006191,158.49574189946514,Four,0.027005672454833984,0.0050013065338134766
57,54,0.33388045,0.35107535,200510,27128,178.43186121840802,170.4147322747635,149.122432466745,141.67144998722296,Four,0.025005578994750977,0.0050013065338134766
58,54,0.32449502,0.3390679,190509,26978,178.02371750695045,174.74542558668907,145.22115048919073,128.68614326795236,Four,0.02500462532043457,0.005001068115234375
59,54,0.32743207,0.32462287,177592,25836,177.29772077497563,173.12719205983578,125.04224698800279,94.69955622870498,Unknown,0.025005340576171875,0.005002498626708984
60,54,0.4518951,0.3561746,164572,24669,163.22986910862312,127.41400550528688,46.4155379034643,36.234470111016925,Unknown,0.025005340576171875,0.006001949310302734
61,54,0.316277,0.37004682,154645,23344,18.24142464481247,6.559938341340906,4.142084096860306,15.104791096574575,Fist,0.026004552841186523,0.005001544952392578
62,54,0.29333028,0.36998206,150359,21673,16.80004131193589,5.405592942336497,5.517304124184095,18.93834266001956,Fist,0.024004697799682617,0.0050013065338134766
63,54,0.3139398,0.3744377,150055,19866,23.275661411654525,10.339613295341133,3.7556923422602813,18.0444811409364,Fist,0.025005578994750977,0.0050008296966552734
64,54,0.26666108,0.38505816,147489,18502,29.82121111145081,12.456365461216993,2.7836029063198358,15.772016259990636,Fist,0.02400517463684082,0.005001068115234375
65,53,0.29456368,0.41106763,145224,17796,26.484069219830847,9.158999149353718,6.161581578098954,18.17536505586905,Fist,0.024006128311157227,0.0050008296966552734
66,53,0.24978502,0.40105933,143054,15582,35.414905670526764,12.83976309913,4.218860990760046,20.137510054898286,Fist,0.02500629425048828,0.00400090217590332
67,53,0.2583216,0.38882694,140099,12601,46.747215282205715,14.078322866660615,3.034750130505587,21.52282623910605,Fist,0.024006366729736328,0.006000995635986328
68,53,0.20518625,0.33983925,139316,11165,81.99410618190464,11.12752303806475,6.816313559143171,23.567774168501305,Unknown,0.024005889892578125,0.0050008296966552734
69,52,0.22417647,0.3311189,139733,10261,105.71034530653735,4.187090761446631,11.34047178236142,27.17095657520883,Unknown,0.02400493621826172,0.00400090217590332
70,52,0.18270077,0.30499792,139244,9792,117.63785186977594,3.803640622045006,15.45939707895535,32.66592843868721,Unknown,0.025005340576171875,0.0050013065338134766
71,52,0.20365785,0.28920108,137086,8720,128.552934264974,4.388332098734335,15.146212318488722,36.28162013280135,One,0.026006221771240234,0.005001068115234375
72,52,0.16595721,0.27237332,134376,8584,133.85262167028526,4.48210507178839,15.22009882801135,34.93495768567706,One,0.02400517463684082,0.0050013065338134766
73,52,0.20103069,0.2825494,129309,9461,142.5246428965912,4.157206597769347,17.3316893320802,34.9785708749334,One,0.02700662612915039,0.005000591278076172
74,52,0.16681062,0.2795384,124036,9880,151.31845382403858,3.1663215701368603,17.382423618333444,34.667521987369305,One,0.02500605583190918,0.0050013065338134766
75,52,0.1972321,0.28315824,118231,9182,153.2061848198773,2.8846905560129983,17.22121001989694,33.464951661789016,One,0.025005340576171875,0.0050013065338134766
76,52,0.16585511,0.27551678,113291,9253,155.97923982116347,2.6969076064269304,17.83512285037936,35.19526657349447,One,0.024006128311157227,0.005000591278076172
77,52,0.18725926,0.2690936,109882,7808,159.73189169843994,0.17116616241422186,21.330699043427074,37.84946759913746,One,0.024004697799682617,0.0050013065338134766
78,52,0.14824572,0.23945358,106508,7063,163.71532650004593,0.5861217585465438,19.770194761454963,35.70907510269045,One,0.024006128311157227,0.005001068115234375
79,52,0.17653622,0.24479835,102834,6437,165.54067375761534,1.9519856006437364,23.35066299646408,38.94627033700452,One,0.024005651473999023,0.00500178337097168
80,52,0.14376421,0.23262136,98086,5886,165.83145771430407,2.0971296233196473,23.76974214466644,40.43824324404877,One,0.02400517463684082,0.0050013065338134766
81,52,0.16917974,0.237327,93123,5293,167.36027359089877,1.5207613235468738,24.99374771365151,41.070781292776395,One,0.025005817413330078,0.00500178337097168
82,52,0.1433539,0.23187509,88813,5253,166.76593709657604,2.1739991468284976,21.051425572210015,39.349464022636994,One,0.02600574493408203,0.0050008296966552734
83,52,0.17148344,0.2554661,85386,5384,169.5869601084237,7.010611181122398,15.719302421170593,35.54445091245874,One,0.024005651473999023,0.006001472473144531
84,52,0.1398124,0.23271735,82268,4418,167.40725396516098,3.683648898400596,19.39475569728311,37.37761165147076,One,0.02400660514831543,0.00500035285949707
85,52,0.1667756,0.23578079,79473,4405,167.75979345053767,0.793845529421936,24.657816039772946,39.06452744595395,One,0.024005651473999023,0.00500178337097168
86,52,0.13858566,0.22304745,76879,4220,169.28405373582711,4.957989635468264,17.00914516476411,36.1673702213056,One,0.025005817413330078,0.005001068115234375
87,52,0.17179313,0.23400107,75137,4598,169.28409486158787,7.560646773259634,15.368126995210616,33.254720712725295,One,0.025005578994750977,0.005001544952392578
88,52,0.13637348,0.22715294,73554,4194,170.9065720967049,5.715970219598818,17.237357292070097,35.325749090918,One,0.024005651473999023,0.006001472473144531
89,52,0.16706428,0.21905729,72378,3174,170.90472427254818,5.507728291988437,18.392590390722717,36.05062293060638,One,0.02500605583190918,0.00400090217590332
90,52,0.26388696,0.21942516,71819,1998,172.49993814952882,7.249436970545184,15.332203876972303,33.61423456231818,One,0.024005889892578125,0.005002260208129883
91,52,0.17984937,0.210761,69220,901,172.10908548467202,4.16567865952208,19.040584901260484,37.20978628036913,One,0.024005889892578125,0.0050013065338134766
92,52,0.15204196,0.2144462,67793,1616,173.21031174933194,0.7125813256025616,23.27071669009407,40.51136785000622,One,0.024005413055419922,0.00600123405456543
93,52,0.18157233,0.23366489,66314,2542,175.90877201263936,1.7150783802139085,21.802033813689604,37.705258945185996,One,0.025005578994750977,0.005000591278076172
94,52,0.1498832,0.22947754,65225,2829,175.919071143258,2.495033088867145,25.840472464374546,42.199200748027486,One,0.025005817413330078,0.0050013065338134766
95,52,0.17513463,0.23925428,64816,3025,175.82143408550496,0.8692882135846404,25.717356870647418,45.27915644453549,One,0.02500462532043457,0.005002737045288086
96,52,0.14031495,0.23490892,64645,2983,176.14498336223838,6.758565863033432,32.22408595885071,48.160446176462855,One,0.025005817413330078,0.0050013065338134766
97,52,0.16645549,0.24205752,65032,2735,175.63632544037026,5.95438104749985,30.030264937750058,49.747241040715494,One,0.024005413055419922,0.005001068115234375
98,52,0.13659051,0.24184236,65884,2114,174.89247474615632,15.118286560484984,40.210581200092896,53.69956815070356,One,0.02500605583190918,0.0050013065338134766
99,52,0.16321528,0.2603202,67611,1772,174.8957806431688,13.237136240232985,35.44918203501696,48.072751104193934,One,0.02500629425048828,0.005001068115234375
100,52,0.1414011,0.28071123,70527,2210,175.70378396722444,14.175200881228177,36.539293077666024,50.218646106881636,One,0.02400684356689453,0.00500035285949707
101,52,0.17209582,0.29745358,73717,2768,174.66855018351555,15.706259917138743,41.06915955395339,54.42540698169002,One,0.02600574493408203,0.005001544952392578
102,52,0.14408469,0.26925564,75947,1923,174.7099229350449,22.283619920989768,45.27577271326585,56.834884978595454,One,0.02400493621826172,0.005002021789550781
103,52,0.17216277,0.29713064,78556,2472,173.03962863891255,28.404807506649863,49.99207893350595,56.76743191367313,One,0.024005651473999023,0.006001472473144531
104,52,0.149317,0.29519013,81951,2938,173.40617638936916,30.78391988689579,55.00231035666521,65.1594960264129,Unknown,0.024003982543945312,0.005000591278076172
105,52,0.16991018,0.28945178,84754,3009,173.2377102966237,26.51653357873883,54.560621896893274,69.04347316522114,Unknown,0.02400517463684082,0.005001544952392578
106,52,0.13236633,0.24163124,85680,2007,173.22489372055088,28.96162039913614,51.81419137206081,60.48738717839846,Unknown,0.026006460189819336,0.005001068115234375
107,52,0.14658876,0.216486,84856,683,173.82497039662024,24.489552446867698,46.455429468646294,56.887492446183415,One,0.024005651473999023,0.005002021789550781
108,52,0.12063201,0.18898535,83199,271,173.35948828553202,22.60858482019479,47.08630246448319,62.81689162214078,Unknown,0.024005413055419922,0.006001472473144531
109,52,0.15315787,0.19890556,80110,469,174.87071079015962,23.509390755030598,50.93699043481222,65.75248785799909,Unknown,0.025005817413330078,0.005001068115234375
110,52,0.13119347,0.20396574,76961,884,174.42649699650428,19.36663879671818,44.04444708855472,60.28216921211722,Unknown,0.024006366729736328,0.005000591278076172
111,52,0.16129692,0.21824865,73935,1392,176.13298232066734,15.747719608551135,43.85297155383483,59.84120913728714,One,0.024005413055419922,0.005001068115234375
112,52,0.13574046,0.22545889,71581,1655,176.10847271611212,18.704844266516695,43.50200630069532,56.961820194563614,One,0.025005817413330078,0.005001068115234375
113,52,0.16522846,0.24377133,69281,2284,175.3882275880162,17.871256607769748,42.448600988010945,56.87288757705982,One,0.024004697799682617,0.005001068115234375
114,52,0.14697817,0.26412013,67446,2754,176.12712648484603,17.10836145721535,41.550032371549825,56.29928346980355,One,0.025005578994750977,0.0050013065338134766
115,52,0.17330363,0.28560707,66341,3273,175.87739674956592,18.117475964402793,42.808773363239915,57.71331883267489,One,0.025005102157592773,0.005001068115234375
116,52,0.561287,0.32295763,70300,3951,174.9850115742138,17.46821988475767,40.709129209142816,56.65543653679049,One,0.025004863739013672,0.00500178337097168
117,52,0.1737901,0.26933962,70594,2315,175.50111673651645,19.791199657142567,43.310421294295786,58.26712084637498,One,0.024005413055419922,0.0050013065338134766
118,52,0.2068572,0.26833916,70453,1240,174.45000686242952,16.166707265306286,40.401477553346574,58.93676108442721,One,0.02500629425048828,0.00500035285949707
119,52,0.18587323,0.24478331,70079,440,174.88280628896138,21.01842934013984,43.92280880231016,56.272628082545495,One,0.025005340576171875,0.005001544952392578
120,52,0.3291667,0.24827817,72509,472,175.31658798630554,19.174400724299815,39.84319169492337,52.0520201373883,One,0.025005817413330078,0.004001140594482422
121,52,0.14995216,0.20946296,70606,169,175.40695661902785,19.417835924874574,45.895929635641124,63.14855493880185,Unknown,0.025005817413330078,0.00500178337097168
122,52,0.16830216,0.22652696,68575,484,174.40453405718367,20.924893209551442,43.70999575957811,57.367043560370796,One,0.025005817413330078,0.005001068115234375
123,52,0.15450208,0.2149107,66457,437,175.1882606984057,20.976832848419004,43.98731609752821,56.49274417495635,One,0.024005651473999023,0.005001544952392578
124,52,0.14819509,0.20412453,64819,217,174.4090520349034,19.896452457852032,43.822316057472065,57.760768629820504,One,0.025005340576171875,0.0050008296966552734
125,52,0.1505511,0.20910636,63459,285,175.03024659325644,24.020369969318942,48.19521575761436,61.20897645173965,Unknown,0.025005578994750977,0.0050013065338134766
126,52,0.15664794,0.20939203,62216,667,175.67935019497043,25.221683166158748,49.306601535398556,62.51494587288581,Unknown,0.02500605583190918,0.0050008296966552734
127,52,0.15354735,0.21457948,61395,554,174.95622988149609,24.48667225295734,48.3671578311854,62.04423301930354,Unknown,0.025005102157592773,0.005000591278076172
128,52,0.15178151,0.1969816,59904,105,175.75913511768636,26.740337969794652,49.57133578402648,63.20396544634525,Unknown,0.025005817413330078,0.00500178337097168
129,52,0.1529088,0.20197453,57857,180,174.8030043805096,26.07593512453483,51.04324372820749,65.29119212011942,Unknown,0.024005413055419922,0.0050008296966552734
130,52,0.15595277,0.21728052,55374,680,174.56044705458257,27.39349465120868,52.25480168166988,63.935959939738076,Unknown,0.024006128311157227,0.004999876022338867
131,52,0.16085753,0.2379921,53578,1087,176.31349703442308,29.294441445821136,51.802688035621365,60.4827860406091,Unknown,0.025005340576171875,0.005001068115234375
132,52,0.15450212,0.22657222,52382,988,175.02202060605023,28.744003843797458,52.46812665980044,64.04739622112304,Unknown,0.025005102157592773,0.005001544952392578
133,52,0.15805136,0.23485847,51849,382,175.75662183679623,27.67490889717162,51.32559445573108,62.067612750749454,Unknown,0.025005578994750977,0.004001140594482422
134,52,0.16018622,0.24216896,51918,472,175.44178196036202,31.054738917669393,53.753261039127075,62.27483314871932,Unknown,0.025005817413330078,0.005001068115234375
135,52,0.1585539,0.25302076,52753,649,174.5788958665394,30.460314533310203,53.98079140493717,63.101465671895454,Unknown,0.024003028869628906,0.005001068115234375
136,52,0.17414841,0.2788882,54379,1208,173.63429948861528,31.93279823529009,53.921142750377946,62.70331833162089,Unknown,0.02400517463684082,0.0050013065338134766
137,52,0.1779761,0.2983058,56739,1913,174.0507165418527,34.38964385551522,57.584446872842136,65.38229223284405,Unknown,0.025004863739013672,0.005001068115234375
138,52,0.18131268,0.3096085,59723,3172,173.20999773933963,34.71945491521329,61.03686804218991,69.91743813802874,Unknown,0.024006366729736328,0.0050008296966552734
139,52,0.18727566,0.3275768,63103,4353,173.91331821465377,33.96050176217027,60.238961433291244,70.5182053584508,Unknown,0.024005651473999023,0.0050013065338134766
140,52,0.19501366,0.34582815,67524,5366,174.0848240612935,32.520859053492565,60.395508266385434,69.41030745639809,Unknown,0.025006532669067383,0.005000591278076172
141,52,0.20033953,0.3485258,73147,5782,173.39854647809972,31.974008559691338,59.52060647086035,72.29130018071452,Unknown,0.024005413055419922,0.0050013065338134766
142,52,0.19245435,0.34515142,78840,5594,173.54911925895695,32.332771978517826,63.38579712519739,75.93767018030071,Unknown,0.025005578994750977,0.005001544952392578
143,52,0.18844953,0.34719294,84495,5294,173.57686162718787,32.19982841821153,63.29467277060469,75.31035683062844,Unknown,0.024005413055419922,0.005001068115234375
144,52,0.18383436,0.33035952,89284,4434,173.97151177635436,33.11742248157877,62.009757867858106,72.60568047346352,Unknown,0.024003267288208008,0.00500035285949707
145,52,0.17948586,0.32141042,93748,3427,173.62941760435803,32.79062322927035,60.652231776868355,74.87882738359929,Unknown,0.024005413055419922,0.0050013065338134766
146,52,0.182775,0.31102863,97881,2659,173.21954121485578,31.979628642030317,62.77999788804434,76.1698593583058,Unknown,0.025005817413330078,0.0050013065338134766
147,52,0.17807697,0.3032936,101132,2260,173.72319665889657,33.60621027447919,59.88821672700743,71.13249776264443,Unknown,0.024005651473999023,0.006001472473144531
148,52,0.16474757,0.27347317,103818,1489,173.04962450265612,30.706567136722864,57.2692057148621,69.49792416785901,Unknown,0.02500605583190918,0.005001068115234375
149,52,0.16746835,0.27205247,106283,1253,172.804439615856,30.41303090168053,57.231222804603696,71.51071114785206,Unknown,0.024005413055419922,0.0050008296966552734
150,52,0.31901425,0.2665172,107813,1256,172.57308409510668,32.47283684886078,56.87567640997755,69.6866193857626,Unknown,0.024005413055419922,0.00600123405456543
151,52,0.15332673,0.24592504,107638,1215,173.39938535907532,31.77796239183086,60.424849840818666,74.54436588809824,Unknown,0.025005578994750977,0.0050008296966552734
152,52,0.16752279,0.25914428,107345,1758,173.34191976611024,32.35388308415307,57.82416743109282,70.51127923755028,Unknown,0.024005413055419922,0.006001472473144531
153,52,0.17150658,0.2782903,106723,2681,173.29140686873657,31.84671732528873,58.067809480983854,70.79892050759914,Unknown,0.024005651473999023,0.0050008296966552734
154,52,0.17629704,0.2864897,105860,3289,173.16367170829437,34.29069949805702,59.658786557328085,70.62324986835048,Unknown,0.024004459381103516,0.005001544952392578
155,52,0.18646948,0.32554358,104799,4124,174.00182860828875,32.6596520352593,57.804550451130574,67.63680939607774,Unknown,0.025005578994750977,0.0050013065338134766
156,52,0.19032575,0.3417522,102705,4936,174.54986519325954,32.35581964238925,56.12994323997632,65.33035497193553,Unknown,0.025005817413330078,0.0050008296966552734
157,52,0.19117203,0.35522237,100663,5639,174.34987520519485,31.238140553081774,52.80870223759804,61.4769966229155,Unknown,0.025005340576171875,0.00500178337097168
158,52,0.20046262,0.37140378,97906,5461,173.62950852582472,35.41452385112495,61.049557044855796,71.4005975528453,Unknown,0.024005413055419922,0.006001472473144531
159,52,0.19572727,0.36172354,95043,5604,173.46525579641911,34.13722511240739,57.354054917744826,67.5199034793803,Unknown,0.024005651473999023,0.0050008296966552734
160,52,0.20047529,0.3834587,91773,5697,173.85178300515807,34.828755547592856,61.19225798971074,73.07078092959114,Unknown,0.025005578994750977,0.005001068115234375
161,52,0.20248233,0.37889254,89162,5686,174.24214890215924,31.10838408794055,53.368393680121955,64.60234237449177,Unknown,0.02600574493408203,0.0050013065338134766
162,52,0.20203549,0.38234726,87488,5481,172.51656581007666,35.89287975427625,62.1037066067835,73.46632922876762,Unknown,0.023005247116088867,0.005001544952392578
163,52,0.2027846,0.37289935,86622,5510,174.15388962757382,32.41638020337003,54.05813153325943,64.41200069860184,Unknown,0.024005413055419922,0.0050013065338134766
164,52,0.20220144,0.370591,86380,5697,174.18961911775983,34.4615854092562,57.51143923138765,67.99066168329263,Unknown,0.02400517463684082,0.005001068115234375
165,52,0.20779711,0.3788447,86829,6225,173.04623489414396,30.923057878087576,52.06837710499118,63.177830832168375,Unknown,0.025005817413330078,0.005001068115234375
166,52,0.20009199,0.3573017,87516,6265,174.15471135279344,36.1541019178734,58.703203891512885,69.7596031698587,Unknown,0.02500605583190918,0.00500178337097168
167,52,0.19228013,0.35127544,88435,5962,173.3277897483378,35.08994715143739,58.220079014109345,66.81251283525779,Unknown,0.025005578994750977,0.00500178337097168
168,52,0.19530974,0.34580943,88882,5408,171.04307592967595,37.631520338347975,61.52183875903327,70.22282006919156,Unknown,0.025005817413330078,0.005001544952392578
169,52,0.17851259,0.32205346,89330,4617,169.55046505782354,37.25020226238414,59.99433271391461,68.59368899269626,Unknown,0.025005340576171875,0.0050013065338134766
170,52,0.17421806,0.29788494,88788,3617,168.53483485094299,39.51268206395655,61.910013355724224,69.78274598891343,Unknown,0.02400493621826172,0.005001068115234375
171,52,0.16209199,0.27890766,87892,2770,169.51000658958446,39.271464406036046,63.36045421510047,73.4715353170816,Unknown,0.024005889892578125,0.005001068115234375
172,52,0.15698723,0.25947964,86841,1918,170.46019067146483,35.8419080672833,58.15740016804662,68.49038655614123,Unknown,0.024005651473999023,0.0050008296966552734
173,52,0.15610282,0.24134102,85733,1224,171.81689694277287,40.709392953524834,61.9279656639212,71.7362933601152,Unknown,0.024005413055419922,0.0050013065338134766
174,52,0.15949336,0.25221208,83933,950,170.6557487220659,34.94940017326607,58.027128915657734,69.93891974745654,Unknown,0.025005578994750977,0.005001068115234375
175,52,0.15821739,0.24822678,81961,826,170.79223045509968,35.15823051898387,57.61350206453398,67.43000516799593,Unknown,0.024005889892578125,0.0050013065338134766
176,52,0.15987775,0.24566093,79965,903,172.30342351805754,33.06215528512335,56.19657307293817,67.0635152407685,Unknown,0.024006366729736328,0.005001068115234375
177,52,0.16407153,0.2542116,77660,1268,172.0812085639455,35.93537109483385,59.16130383991785,65.17446197819788,Unknown,0.025005578994750977,0.0050013065338134766
178,52,0.16868275,0.25978523,74746,1833,171.64803828607364,34.32237060787331,56.05460368729726,67.62440417849281,Unknown,0.025005340576171875,0.0050008296966552734
179,52,0.16706029,0.2755889,72343,1827,173.5402668873022,39.37859538587988,60.03602507900364,64.33950644412084,Unknown,0.02300572395324707,0.005001068115234375
180,52,0.3249667,0.30191466,69830,2386,170.97240950259967,34.138428664244486,54.93973339097024,66.73853462285633,Unknown,0.02500605583190918,0.0050013065338134766
181,52,0.19163615,0.33627892,66503,2956,173.14205578698332,34.938698929176034,51.42445132907197,58.56905196985415,One,0.025006532669067383,0.00500035285949707
182,52,0.19091204,0.3366353,64339,3527,171.8686719932179,32.87251430775058,51.981011349872716,62.23499124492782,Unknown,0.024005413055419922,0.005001068115234375
183,52,0.19175501,0.34901267,63083,4767,170.33388104341049,30.641825909795845,50.35349409953596,58.44212860869049,One,0.02500605583190918,0.004001140594482422
184,52,0.20565115,0.384579,62109,6372,167.06781920790993,27.574421559524684,48.673178870011874,58.583904212166445,One,0.024005889892578125,0.005001544952392578
185,52,0.21962912,0.4094134,62364,7892,162.6923218641018,28.586109441756616,52.41428335463106,62.16892535084658,Unknown,0.02400517463684082,0.005001068115234375
