Frame,LK_Dots,HS_Avg_Magnitude,Farneback_Avg_Magnitude,GMM_Foreground_Pixels,FD_Foreground_Pixels,Index_Finger_Angle,Middle_Finger_Angle,Ring_Finger_Angle,Pinky_Angle,Gesture,GMM_Time,FD_Time
1,30,0.50261307,0.83591443,2073600,38028,,,,,Unknown,0.02700638771057129,0.006001472473144531
2,30,0.43109512,0.7078272,147954,34863,,,,,Unknown,0.025005817413330078,0.0050013065338134766
3,30,0.3835307,0.61822486,120430,30813,,,,,Unknown,0.024005413055419922,0.005001068115234375
4,30,0.36774328,0.59731674,109273,29964,,,,,Unknown,0.024005413055419922,0.006001472473144531
5,30,0.3860907,0.59697133,99708,30127,,,,,Unknown,0.025005817413330078,0.0050013065338134766
6,30,0.34719366,0.60488695,96992,30091,,,,,Unknown,0.024005889892578125,0.0050008296966552734
7,30,0.35398632,0.64900076,99240,30573,,,,,Unknown,0.024006128311157227,0.005000591278076172
8,30,0.3812263,0.6852211,107288,32378,,,,,Unknown,0.023005008697509766,0.0050013065338134766
9,30,0.38342768,0.67897296,112896,33426,,,,,Unknown,0.02500605583190918,0.0050008296966552734
10,30,0.36927992,0.6641712,115221,33575,,,,,Unknown,0.025005578994750977,0.0050013065338134766
11,30,0.4020978,0.63948673,158527,33389,,,,,Unknown,0.025005340576171875,0.00500178337097168
12,30,0.3914815,0.6699707,177887,35474,,,,,Unknown,0.02500605583190918,0.0050013065338134766
13,30,0.3847331,0.6798879,170880,36690,,,,,Unknown,0.025006532669067383,0.005000591278076172
14,30,0.37070522,0.69077265,142893,35066,,,,,Unknown,0.026005983352661133,0.0040013790130615234
15,30,0.45425594,0.692878,131731,32112,,,,,Unknown,0.025005340576171875,0.005002021789550781
16,30,0.3820109,0.64255637,141965,28062,,,,,Unknown,0.024006128311157227,0.0050008296966552734
17,30,0.31456771,0.55503815,144356,24101,,,,,Unknown,0.025004863739013672,0.005001068115234375
18,30,0.31003043,0.5022151,129299,20761,,,,,Unknown,0.02500605583190918,0.00500035285949707
19,30,0.2982994,0.4625774,113521,16335,,,,,Unknown,0.02400517463684082,0.0050013065338134766
20,30,0.2633719,0.3886214,95338,11453,,,,,Unknown,0.025005340576171875,0.0040013790130615234
21,30,0.22824141,0.3001213,90682,7153,,,,,Unknown,0.024005889892578125,0.005001068115234375
22,30,0.21685752,0.26533625,76304,4265,,,,,Unknown,0.024005651473999023,0.005001068115234375
23,30,0.209858,0.2560719,57796,3526,,,,,Unknown,0.025005817413330078,0.005001068115234375
24,30,0.20512816,0.25593066,48370,3172,,,,,Unknown,0.026006460189819336,0.005000591278076172
25,30,0.2064723,0.26269877,46825,3027,,,,,Unknown,0.024004697799682617,0.0050013065338134766
26,30,0.20418431,0.24768783,49597,2739,,,,,Unknown,0.025004863739013672,0.005001544952392578
27,30,0.20744047,0.24921452,49147,2522,,,,,Unknown,0.02400517463684082,0.0050013065338134766
28,30,0.2042104,0.24724984,48049,2349,,,,,Unknown,0.024005413055419922,0.0050013065338134766
29,30,0.20012893,0.23318744,45869,1851,,,,,Unknown,0.026005983352661133,0.0050013065338134766
30,30,0.34494033,0.22679812,46732,1845,,,,,Unknown,0.02500629425048828,0.005001068115234375
31,30,0.1975098,0.24421121,39559,2187,,,,,Unknown,0.024005651473999023,0.005002021789550781
32,30,0.2017735,0.23901643,35338,2512,,,,,Unknown,0.025005578994750977,0.00400090217590332
33,30,0.20143375,0.24560897,34612,3040,,,,,Unknown,0.025005102157592773,0.0050013065338134766
34,30,0.20415153,0.25541484,36927,3414,,,,,Unknown,0.024005651473999023,0.005001068115234375
35,30,0.2061311,0.26583442,40940,3735,,,,,Unknown,0.023005247116088867,0.0050013065338134766
36,30,0.21463276,0.2811575,45060,4056,,,,,Unknown,0.02600574493408203,0.005002021789550781
37,30,0.21871735,0.29015023,47915,4511,,,,,Unknown,0.025005817413330078,0.0050008296966552734
38,30,0.22376537,0.305868,49024,5062,,,,,Unknown,0.024005889892578125,0.005002021789550781
39,30,0.21601872,0.29555735,49327,4955,,,,,Unknown,0.025006532669067383,0.00500035285949707
40,30,0.21137379,0.29599434,48717,4957,,,,,Unknown,0.023005247116088867,0.005001068115234375
41,30,0.2272807,0.31706554,48213,6331,,,,,Unknown,0.024005651473999023,0.005001068115234375
42,30,0.24923606,0.4002411,52412,9746,,,,,Unknown,0.024005651473999023,0.00600123405456543
43,30,0.3102711,0.44947648,62790,19225,,,,,Unknown,0.024005889892578125,0.00500178337097168
44,30,0.3847529,0.6251722,84504,36408,,,,,Unknown,0.025006771087646484,0.0050008296966552734
45,30,0.49731478,0.78335387,103512,56945,,,,,Unknown,0.02500629425048828,0.0050013065338134766
46,30,0.5309582,0.5606172,109101,63977,154.47830166287338,168.44267810921676,176.32427152532287,161.54572926602154,Four,0.025005817413330078,0.00500178337097168
47,30,0.48110196,0.61550766,116509,59030,125.20267760879005,133.23408363967826,144.94238878324575,176.84503405674297,Four,0.02600717544555664,0.004999876022338867
48,30,0.431669,0.6629458,123633,51272,125.85393338722204,119.36854186068636,110.74340355825333,158.26524665054623,Unknown,0.025005102157592773,0.0050008296966552734
49,30,0.44495958,0.71724945,131792,44875,126.53427955265138,99.46094605795238,82.48958323906005,92.48995109563786,Unknown,0.02400493621826172,0.0050008296966552734
50,30,0.4437281,0.77607876,140594,44916,141.92855506954925,55.67819505094745,41.373974848730406,13.649252936806217,One,0.025004863739013672,0.00500178337097168
51,30,0.46927688,0.71132743,148356,45917,135.00805839410714,50.655639713203904,40.90431287403616,8.767474391471698,One,0.025005817413330078,0.00500035285949707
52,30,0.5027387,0.9272201,152638,46151,138.02707085223156,42.31875258820241,29.255351111341614,3.253849435803579,One,0.025005817413330078,0.0050008296966552734
53,30,0.49436095,0.7651679,157112,43419,140.0993778067203,39.91087632535525,26.025939232694757,1.68736193882126,One,0.024005889892578125,0.0050008296966552734
54,30,0.4795549,0.87796897,157654,39252,127.45984283869477,51.43898208158615,31.74695710215773,7.5235293141892265,One,0.024005413055419922,0.0050008296966552734
55,30,0.45548096,0.84207,159769,34739,124.91206022183303,52.35011956952945,33.2626949729667,9.515387292088386,One,0.025005817413330078,0.005001068115234375
56,30,0.42232332,0.7211666,162169,30170,129.06263922030098,51.577218814899716,32.59084774382535,13.951964458419084,One,0.02400517463684082,0.0050008296966552734
57,30,0.3858776,0.64984584,164481,25548,111.86641874083426,56.90231730495362,36.01932224935504,17.141508540257664,Unknown,0.024006128311157227,0.0050013065338134766
58,30,0.36240944,0.622045,168421,22307,107.63873411318143,61.00921435515653,38.33282208113161,22.80094015729351,Unknown,0.025005340576171875,0.0050013065338134766
59,30,0.33378857,0.5948779,171970,20587,95.09335606030791,61.15011290436698,38.04432810005705,17.277325217544035,Unknown,0.024005889892578125,0.00600123405456543
60,30,0.46349624,0.56540936,181750,18823,85.85538513976593,62.582190711201086,41.74194388748094,16.390934840288605,Unknown,0.023005008697509766,0.006001472473144531
61,30,0.30665642,0.5913976,178241,17783,81.55758989072766,58.44437044302052,40.43443672064207,13.382540218831076,Unknown,0.02400517463684082,0.0050013065338134766
62,30,0.32776996,0.5671524,180238,18244,81.67555418207404,57.15502514943865,38.46846962820247,10.798106757701454,Unknown,0.02400493621826172,0.005001068115234375
63,30,0.32276517,0.55847895,181803,18605,83.15020945396263,51.45927697979249,32.313708983682304,3.5283258533786426,Unknown,0.02500605583190918,0.0050013065338134766
64,30,0.3156805,0.554955,186283,18136,75.69822987609135,48.963136485039264,30.9429571573553,1.162148823988886,Unknown,0.024006366729736328,0.0050013065338134766
65,30,0.31413248,0.55554897,189804,17889,77.41217692389544,46.08476330851236,26.5650713978601,1.7321919637237697,Unknown,0.024005413055419922,0.005001544952392578
66,30,0.31110513,0.547662,192459,18107,68.4906920395739,38.53511967089261,19.651076956298844,8.247700283186314,Unknown,0.02500605583190918,0.0050013065338134766
67,30,0.30748627,0.5611809,193739,18293,59.698850775853764,31.395912363995812,10.666645120293422,14.221087328855692,Fist,0.024005413055419922,0.00600123405456543
68,30,0.29710796,0.5387997,190646,16498,72.75572951742903,25.294900748841215,5.126280941075506,13.973639982173255,Unknown,0.02500629425048828,0.004000186920166016
69,30,0.28158557,0.4847874,187530,14255,75.13738396037219,24.795680357464967,4.237660583026696,16.086642944010542,Unknown,0.02500605583190918,0.005001068115234375
