Frame,Activity,LK_Dots,HS_Avg_Magnitude,Farneback_Avg_Magnitude,GMM_Foreground_Pixels,FD_Foreground_Pixels,Elbow_Angle,Knee_Angle,GMM_Time,FD_Time
49,Dumbbell Curl,35,0.49248707,1.7108784,407206,99539,150.78958731928907,171.59401212272203,0.05532073974609375,0.013782978057861328
50,Dumbbell Curl,35,0.5040009,1.8643612,433742,100961,153.55882135630006,172.64097389241223,0.05505228042602539,0.0
51,No Activity Detected,35,0.0,2.8103554e-05,413221,0,154.28285649151633,172.90034722607953,0.067108154296875,0.017879009246826172
52,No Activity Detected,35,0.44752872,1.701648,414324,100437,156.75365582039475,172.4290289061537,0.06672239303588867,0.004439115524291992
53,No Activity Detected,35,0.5078276,1.6166478,446991,104334,158.58706207386862,170.5160929147822,0.08070945739746094,0.003755807876586914
54,No Activity Detected,35,0.34782106,1.0904777,457604,72791,159.15812260748396,171.2775271963225,0.09489822387695312,0.022113561630249023
55,No Activity Detected,35,0.44922063,1.4736059,456313,95277,161.08163479908836,171.0733726555035,0.06959176063537598,0.010200023651123047
56,No Activity Detected,35,0.05429555,0.15776874,435970,2226,160.9654046381957,169.14030715849253,0.10904955863952637,0.019693374633789062
57,No Activity Detected,35,0.47923782,1.5428267,455624,97599,162.05010993323117,170.31167230400024,0.07359695434570312,0.016257286071777344
58,No Activity Detected,35,0.68265396,2.0025907,515138,123405,163.15190914027147,174.75882406215942,0.08614778518676758,0.016213417053222656
59,No Activity Detected,35,0.41762632,1.3796347,530219,94537,164.2228242723435,176.77174229951692,0.0681760311126709,0.014966249465942383
60,No Activity Detected,35,0.35585922,1.2091961,528309,89560,165.80857502044267,178.95282299092037,0.08863496780395508,0.01787090301513672
61,No Activity Detected,35,0.0,3.2480057e-05,511497,0,166.30430169544044,179.153328002113,0.11165809631347656,0.018337249755859375
62,No Activity Detected,35,0.37634268,1.2724586,527141,87135,167.31836042514223,178.3757888307452,0.10050606727600098,0.021425724029541016
63,No Activity Detected,34,0.4440299,1.5786793,543909,111519,168.2689652854441,178.87624312237506,0.12384247779846191,0.02081155776977539
64,No Activity Detected,34,0.27480716,1.0493308,536223,74972,169.22256716594543,179.2737158125753,0.0614013671875,0.031076431274414062
65,No Activity Detected,34,0.3439832,1.2051353,538144,88743,170.3461627751744,179.5170519906522,0.07303190231323242,0.014547348022460938
66,No Activity Detected,34,0.03490376,0.08431195,523330,85,170.50851386421203,179.80726996870345,0.09238004684448242,0.009429931640625
67,No Activity Detected,34,0.32804683,1.2845727,539592,84973,171.45959791633018,179.79670422646117,0.10065221786499023,0.01962733268737793
68,No Activity Detected,34,0.22176135,0.89975727,532844,57653,172.0958682156987,179.4504830295466,0.10163569450378418,0.016946792602539062
69,No Activity Detected,34,0.26363096,1.0559729,537923,72095,172.4289183838108,178.71319592627037,0.09156656265258789,0.014050722122192383
70,No Activity Detected,34,0.26969635,1.1122,546993,69990,173.05033161457754,178.1433769183923,0.10919737815856934,0.020252466201782227
71,No Activity Detected,34,0.04664126,0.11659041,516002,239,172.75977549393883,178.56165268489687,0.08284306526184082,0.021531343460083008
72,No Activity Detected,34,0.23435767,0.9680499,522957,66990,173.0059893877543,178.37827086751943,0.08316278457641602,0.01640152931213379
73,No Activity Detected,34,0.22179818,0.89688176,517521,65953,172.75343348431392,178.23988596080292,0.08521795272827148,0.021588802337646484
74,No Activity Detected,34,0.24438538,0.96510816,530709,59930,172.35794879815577,177.18574104472282,0.07517075538635254,0.017817974090576172
75,No Activity Detected,33,0.2616146,0.9804994,542153,61750,171.8092267115896,177.38587842590061,0.10275650024414062,0.02198004722595215
76,No Activity Detected,33,0.0,5.7052235e-05,521124,0,171.61639677878864,177.064490745541,0.05777454376220703,0.015981197357177734
77,No Activity Detected,33,0.23134965,0.8815781,524043,66020,171.57263051585224,177.11679762056966,0.1018991470336914,0.021765947341918945
78,No Activity Detected,32,0.280599,1.0089943,537556,65842,171.4634088190497,176.89128559738077,0.06676149368286133,0.015782833099365234
79,No Activity Detected,32,0.28128034,1.0640455,553843,63959,170.41545561445685,176.67790296398633,0.06898999214172363,0.009137392044067383
80,No Activity Detected,31,0.25912738,1.0508262,556897,66822,170.54994047929407,177.8879871567036,0.08914613723754883,0.014520645141601562
81,No Activity Detected,31,0.016476974,0.048085388,542350,496,170.26294512614436,176.73470999016877,0.06214141845703125,0.00911259651184082
82,No Activity Detected,30,0.3216362,1.3230143,558009,73695,170.4765763542718,177.28734587433357,0.20487594604492188,0.09128069877624512
83,No Activity Detected,29,0.40072402,1.4379903,572069,88555,169.65072992883665,177.36249235757464,0.10239100456237793,0.015535831451416016
84,No Activity Detected,29,0.4641605,1.6225016,578875,102640,167.94352821279367,177.68851917016636,0.08936452865600586,0.018819808959960938
85,No Activity Detected,29,0.56811506,1.9781996,584004,116941,163.4953427271966,177.64147675132864,0.08710074424743652,0.013923406600952148
86,No Activity Detected,29,0.029627401,0.082732566,574679,99,160.47355013858058,178.8141345568809,0.16640901565551758,0.017850160598754883
87,No Activity Detected,29,0.83454967,2.390947,617697,135118,157.57459009324378,176.9220152118695,0.07125687599182129,0.007781267166137695
88,No Activity Detected,29,0.69882685,2.217089,627842,138220,154.33063180608164,176.11927230247701,0.09644675254821777,0.017860889434814453
89,No Activity Detected,27,0.7089908,2.0677218,637616,149951,148.3793458583591,176.0690147755083,0.10578751564025879,0.013158082962036133
90,Dumbbell Curl,26,0.7653673,2.0589254,644523,150215,134.09579634235698,177.39698523233878,0.08249473571777344,0.008240938186645508
91,Dumbbell Curl,25,0.031388763,0.07416861,635215,185,130.43832767413755,177.17143042298582,0.10810518264770508,0.016860008239746094
92,Dumbbell Curl,24,0.7381878,1.9516648,637869,146620,118.25350789032896,177.9342783952441,0.09505605697631836,0.015832901000976562
93,Dumbbell Curl,24,0.86013097,1.9515218,627036,173562,95.8784673194727,179.84152125123384,0.083038330078125,0.016056060791015625
94,Dumbbell Curl,23,0.6576183,1.9250104,624597,153881,79.67302571374897,179.11631349634263,0.0922701358795166,0.023988723754882812
95,Dumbbell Curl,23,0.69040024,1.8443818,631912,155669,33.90893032429064,179.19811679857196,0.09430909156799316,0.015781164169311523
96,Dumbbell Curl,22,0.08231474,0.12902446,629651,264,41.21303368539091,178.05320388882092,0.07513952255249023,0.004022359848022461
97,Dumbbell Curl,22,0.66618824,2.0929375,605370,154304,27.393757884346456,178.02706655659256,0.07277417182922363,0.01582193374633789
98,Dumbbell Curl,22,0.76442415,2.0717082,640891,149238,17.23867933183902,178.23598685809233,0.07544994354248047,0.016102075576782227
99,Dumbbell Curl,20,0.75740325,1.9947262,633697,142535,15.79361519222305,177.90136506905907,0.06322073936462402,0.02409815788269043
100,Dumbbell Curl,20,0.73471797,2.2465131,639019,135936,14.521529985597638,178.1114863828039,0.06957101821899414,0.0
101,Dumbbell Curl,20,0.046871256,0.09504486,626821,105,14.044616795402828,178.09305074534373,0.06730866432189941,0.015880346298217773
102,Dumbbell Curl,20,0.7016137,2.4353936,627792,134265,11.73690647368409,177.97821442057065,0.08890581130981445,0.021466732025146484
103,Dumbbell Curl,18,0.65351415,1.6390277,622565,129545,10.37238126668571,177.8879264244233,0.06339907646179199,0.02604961395263672
104,Dumbbell Curl,18,0.6978157,1.709991,623869,136861,8.652567080816613,177.90780288646155,0.08069968223571777,0.005774974822998047
105,Dumbbell Curl,18,0.4385612,1.220201,623087,92474,5.003335843051181,177.97728662125516,0.07150793075561523,0.013826131820678711
106,No Activity Detected,18,0.0061412305,0.015445362,609715,23,4.608204304608845,178.03146251879986,0.08212900161743164,0.014095783233642578
107,No Activity Detected,18,0.38099617,1.1198342,607299,82049,4.514416228717408,178.06679842765115,0.07894253730773926,0.014043569564819336
108,No Activity Detected,18,0.4229695,1.2418885,602217,86399,2.8935950645406776,178.00622835506894,0.0642852783203125,0.0156400203704834
109,No Activity Detected,18,0.36978447,1.1763859,606433,82577,0.1614940757679548,178.14028342536503,0.07553434371948242,0.01583075523376465
110,No Activity Detected,18,0.2892094,0.95873827,599876,72558,2.282330615057435,178.54082547296062,0.07730317115783691,0.016071319580078125
111,No Activity Detected,18,0.0,3.240805e-05,586885,0,2.576172446926762,178.97460512137974,0.06805992126464844,0.01574563980102539
112,No Activity Detected,18,0.281459,0.90983075,589086,54755,2.414896798078559,179.0640284685675,0.06775736808776855,0.018678903579711914
113,No Activity Detected,18,0.19025996,0.71082395,587090,35680,2.15400714744606,179.10965063741483,0.08336973190307617,0.013830184936523438
